1790006426|20260922000026|935.30
1790006656|20260922000416|936.61
1790006806|20260922000646|936.20
1790006839|20260922000719|937.52
1790007060|20260922001100|937.62
1790007250|20260922001410|936.36
1790007302|20260922001502|936.60
1790007574|20260922001934|937.86
1790007600|20260922002000|937.82
1790007895|20260922002455|936.38
1790007964|20260922002604|936.17
1790008103|20260922002823|936.63
1790008247|20260922003047|936.24
1790008417|20260922003337|936.92
1790008502|20260922003502|936.71
1790008583|20260922003623|936.16
1790008827|20260922004027|936.39
1790009085|20260922004445|935.01
1790009136|20260922004536|934.94
1790009303|20260922004823|935.53
1790009416|20260922005016|935.68
1790009602|20260922005322|934.97
1790009758|20260922005558|935.33
1790009954|20260922005914|934.90
1790010012|20260922010012|934.64
1790010185|20260922010305|935.18
1790010328|20260922010528|935.04
1790010586|20260922010946|935.42
1790010651|20260922011051|935.28
1790010812|20260922011332|935.71
1790010918|20260922011518|935.60
1790011197|20260922011957|934.62
1790011271|20260922012111|934.55
1790011308|20260922012148|935.00
1790011500|20260922012500|934.71
1790011791|20260922012951|935.61
1790011808|20260922013008|935.57
1790012093|20260922013453|933.79
1790012189|20260922013629|934.29
1790012274|20260922013754|933.72
1790012403|20260922014003|933.89
1790012565|20260922014245|934.76
1790012723|20260922014523|934.10
1790012977|20260922014937|934.91
1790013012|20260922015012|934.80
1790013198|20260922015318|935.32
1790013364|20260922015604|935.55
1790013422|20260922015702|934.98
1790013698|20260922020138|935.11
1790013881|20260922020441|935.60
1790013931|20260922020531|935.39
1790014091|20260922020811|936.51
1790014250|20260922021050|936.03
1790014406|20260922021326|936.57
1790014507|20260922021507|936.33
1790014652|20260922021732|936.90
1790014878|20260922022118|936.68
1790014896|20260922022136|936.44
1790015195|20260922022635|936.10
1790015364|20260922022924|936.62
1790015562|20260922023242|936.72
1790015692|20260922023452|936.24
1790015710|20260922023510|936.28
1790015914|20260922023834|935.69
1790016020|20260922024020|935.87
1790016129|20260922024209|935.54
1790016429|20260922024709|935.66
1790016460|20260922024740|935.98
1790016687|20260922025127|935.82
1790016862|20260922025422|936.15
1790017015|20260922025655|936.01
1790017189|20260922025949|935.52
1790017200|20260922030000|935.54
1790017472|20260922030432|934.70
1790017600|20260922030640|934.72
1790017799|20260922030959|935.44
1790017880|20260922031120|935.21
1790018058|20260922031418|935.67
1790018113|20260922031513|935.26
1790018223|20260922031703|935.63
1790018404|20260922032004|935.26
1790018598|20260922032318|935.69
1790018737|20260922032537|935.37
1790018899|20260922032819|936.49
1790019000|20260922033000|936.12
1790019274|20260922033434|937.04
1790019464|20260922033744|936.66
1790019586|20260922033946|937.21
1790019620|20260922034020|937.15
1790019857|20260922034417|935.84
1790019900|20260922034500|935.97
1790020195|20260922034955|935.48
1790020235|20260922035035|935.61
1790020317|20260922035157|935.23
1790020707|20260922035827|935.60
1790020749|20260922035909|935.27
1790020801|20260922040001|935.32
1790020870|20260922040110|934.58
1790021103|20260922040503|934.84
1790021230|20260922040710|935.09
1790021468|20260922041108|935.06
1790021673|20260922041433|934.55
1790021715|20260922041515|934.61
1790021848|20260922041728|934.24
1790022151|20260922042231|934.60
1790022250|20260922042410|934.32
1790022510|20260922042830|934.53
1790022567|20260922042927|934.20
1790022605|20260922043005|934.40
1790022664|20260922043104|934.06
1790022916|20260922043516|934.31
1790023137|20260922043857|934.70
1790023289|20260922044129|934.84
1790023449|20260922044409|934.55
1790023512|20260922044512|934.72
1790023655|20260922044735|934.34
1790023801|20260922045001|934.53
1790024026|20260922045346|935.11
1790024229|20260922045709|935.08
1790024279|20260922045759|934.82
1790028011|20260922060011|935.49
1790028167|20260922060247|936.10
1790028399|20260922060639|935.68
1790028547|20260922060907|936.38
1790028604|20260922061004|936.18
1790028842|20260922061402|936.50
1790028977|20260922061617|936.21
1790029193|20260922061953|936.93
1790029212|20260922062012|936.98
1790029371|20260922062251|936.63
1790029633|20260922062713|936.41
1790029723|20260922062843|936.96
1790029818|20260922063018|937.05
1790029972|20260922063252|936.69
1790030100|20260922063500|936.71
1790030291|20260922063811|936.91
1790030428|20260922064028|936.73
1790030657|20260922064417|937.05
1790030700|20260922064500|936.95
1790030993|20260922064953|938.46
1790031004|20260922065004|938.42
1790031294|20260922065454|939.11
1790031476|20260922065756|939.63
1790031589|20260922065949|938.77
1790031612|20260922070012|938.63
1790031735|20260922070215|939.96
1790031901|20260922070501|939.71
1790032035|20260922070715|939.23
1790032301|20260922071141|940.15
1790032474|20260922071434|938.48
1790032503|20260922071503|938.47
1790032602|20260922071642|939.53
1790032851|20260922072051|938.31
1790033050|20260922072410|939.07
1790033286|20260922072806|938.73
1790033342|20260922072902|938.15
1790033535|20260922073215|938.15
1790033653|20260922073413|938.87
1790033729|20260922073529|938.29
1790033859|20260922073739|939.76
1790034001|20260922074001|939.50
1790034074|20260922074114|940.72
1790034316|20260922074516|939.96
1790034534|20260922074854|940.83
1790034600|20260922075000|940.25
1790034725|20260922075205|939.37
1790034904|20260922075504|939.71
1790035106|20260922075826|940.75
1790035243|20260922080043|940.07
1790035366|20260922080246|941.94
1790035697|20260922080817|940.69
1790035781|20260922080941|941.57
1790035806|20260922081006|941.71
1790035946|20260922081226|940.69
1790036101|20260922081501|940.74
1790036324|20260922081844|938.24
1790036542|20260922082222|938.22
1790036656|20260922082416|939.11
1790036708|20260922082508|938.92
1790036959|20260922082919|938.07
1790037042|20260922083042|938.50
1790037061|20260922083101|937.82
1790037301|20260922083501|938.13
1790037599|20260922083959|936.32
1790037668|20260922084108|936.08
1790037897|20260922084457|937.51
1790038004|20260922084644|937.11
1790038069|20260922084749|937.93
1790038205|20260922085005|937.60
1790038494|20260922085454|938.48
1790038716|20260922085836|938.01
1790038794|20260922085954|938.75
1790038910|20260922090150|937.63
1790039022|20260922090342|939.30
1790039163|20260922090603|938.19
1790039326|20260922090846|939.63
1790039424|20260922091024|938.88
1790039696|20260922091456|937.13
1790039752|20260922091552|937.87
1790039835|20260922091715|936.44
1790040141|20260922092221|936.35
1790040255|20260922092415|938.03
1790040341|20260922092541|938.55
1790040532|20260922092852|937.27
1790040602|20260922093002|938.01
1790040792|20260922093312|936.89
1790040927|20260922093527|937.17
1790041010|20260922093650|937.97
1790041252|20260922094052|938.00
1790041497|20260922094457|936.30
1790041548|20260922094548|936.81
1790041780|20260922094940|935.16
1790041839|20260922095039|935.07
1790042001|20260922095321|936.24
1790042161|20260922095601|935.72
1790042233|20260922095713|936.54
1790042670|20260922100430|935.97
1790042690|20260922100450|937.17
1790042701|20260922100501|937.08
1790042977|20260922100937|934.93
1790043235|20260922101355|934.67
1790043261|20260922101421|935.54
1790043471|20260922101751|934.30
1790043575|20260922101935|935.29
1790043602|20260922102002|934.97
1790043885|20260922102445|936.30
1790043927|20260922102527|935.86
1790044196|20260922102956|937.19
1790044238|20260922103038|936.17
1790044476|20260922103436|937.76
1790044626|20260922103706|937.85
1790044697|20260922103817|937.08
1790044825|20260922104025|937.35
1790045079|20260922104439|935.77
1790045199|20260922104639|936.11
1790045255|20260922104735|934.94
1790045465|20260922105105|936.06
1790045699|20260922105459|934.69
1790045715|20260922105515|934.54
1790045991|20260922105951|935.72
1790046176|20260922110256|935.83
1790046219|20260922110339|934.90
1790046416|20260922110656|935.45
1790046597|20260922110957|934.37
1790046641|20260922111041|934.37
1790046883|20260922111443|935.78
1790047012|20260922111652|936.05
1790047160|20260922111920|935.22
1790047290|20260922112130|935.98
1790047437|20260922112357|934.77
1790047500|20260922112500|935.05
1790047728|20260922112848|936.01
1790047889|20260922113129|935.42
1790048071|20260922113431|936.47
1790048306|20260922113826|935.59
1790048392|20260922113952|936.50
1790048421|20260922114021|936.13
1790048635|20260922114355|934.63
1790048764|20260922114604|935.40
1790048834|20260922114714|934.64
1790049106|20260922115146|935.50
1790049280|20260922115440|934.49
1790049504|20260922115824|935.34
1790049581|20260922115941|934.61
1790049615|20260922120015|934.89
1790049846|20260922120406|933.44
1790049954|20260922120554|933.50
1790050066|20260922120746|934.30
1790050234|20260922121034|933.52
1790050313|20260922121153|934.57
1790050610|20260922121650|934.27
1790050688|20260922121808|933.55
1790050849|20260922122049|933.59
1790050961|20260922122241|934.47
1790051110|20260922122510|933.62
1790051259|20260922122739|934.18
1790051501|20260922123141|934.43
1790051697|20260922123457|933.61
1790051700|20260922123500|933.62
1790051960|20260922123920|934.91
1790052023|20260922124023|934.96
1790052080|20260922124120|934.08
1790052369|20260922124609|934.84
1790052525|20260922124845|934.17
1790052634|20260922125034|934.25
1790052844|20260922125404|935.18
1790052902|20260922125502|935.38
1790052959|20260922125559|934.54
1790053251|20260922130051|934.52
1790053334|20260922130214|935.48
1790053545|20260922130545|934.71
1790053708|20260922130828|936.18
1790053831|20260922131031|935.53
1790053984|20260922131304|936.29
1790054113|20260922131513|936.29
1790054396|20260922131956|934.27
1790054403|20260922132003|934.51
1790054691|20260922132451|932.20
1790054789|20260922132629|931.08
1790054933|20260922132853|933.35
1790055013|20260922133013|933.17
1790055084|20260922133124|930.95
1790055308|20260922133508|931.73
1790055376|20260922133616|929.44
1790055786|20260922134306|931.85
1790055898|20260922134458|930.31
1790055916|20260922134516|930.24
1790056181|20260922134941|932.91
1790056378|20260922135258|933.17
1790056499|20260922135459|931.91
1790056526|20260922135526|932.35
1790056799|20260922135959|930.77
1790056820|20260922140020|931.21
1790057095|20260922140455|929.86
1790057161|20260922140601|930.26
1790057285|20260922140805|929.21
1790057560|20260922141240|929.18
1790057696|20260922141456|930.54
1790057785|20260922141625|930.77
1790057998|20260922141958|929.80
1790058086|20260922142126|929.42
1790058224|20260922142344|930.30
1790058310|20260922142510|929.68
1790058394|20260922142634|930.74
1790058620|20260922143020|929.85
1790058742|20260922143222|930.69
1790059111|20260922143831|930.54
1790059185|20260922143945|929.54
1790059200|20260922144000|929.56
1790059353|20260922144233|930.83
1790059581|20260922144621|930.99
1790059640|20260922144720|929.92
1790059826|20260922145026|930.86
1790060070|20260922145430|929.86
1790060186|20260922145626|929.42
1790060387|20260922145947|930.45
1790060403|20260922150003|929.96
1790060692|20260922150452|931.00
1790060712|20260922150512|930.71
1790060783|20260922150623|929.43
1790061009|20260922151009|930.09
1790061184|20260922151304|931.39
1790061306|20260922151506|930.55
1790061576|20260922151936|931.67
1790061634|20260922152034|931.48
1790061832|20260922152352|930.72
1790061929|20260922152529|931.21
1790062185|20260922152945|929.42
1790062214|20260922153014|929.56
1790062380|20260922153300|928.13
1790062505|20260922153505|928.44
1790062544|20260922153544|929.41
1790062830|20260922154030|929.55
1790063046|20260922154406|928.24
